balls,strikes,outs,is_first_base,is_second_base,is_third_base,total_runs,count,average_runs
4,1,2,False,False,False,13391.0,3232,0.24135613471734746
4,1,2,False,False,True,2903.0,1556,0.5359972442301068
4,1,2,False,True,False,5660.0,2691,0.4754416961130742
4,1,2,False,True,True,2136.0,1663,0.778558052434457
4,1,2,True,False,False,5660.0,2691,0.4754416961130742
4,1,2,True,False,True,2136.0,1663,0.778558052434457
4,1,2,True,True,False,2136.0,1663,0.778558052434457
4,1,2,True,True,True,2136.0,1663,0.778558052434457
4,1,3,False,False,False,0,0,0
4,1,3,False,False,True,0,0,0
4,1,3,False,True,False,0,0,0
4,1,3,False,True,True,0,0,0
4,1,3,True,False,False,0,0,0
4,1,3,True,False,True,0,0,0
4,1,3,True,True,False,0,0,0
4,1,3,True,True,True,0,0,0
4,2,0,False,False,False,10857.0,9829,0.9053145436124159
4,2,0,False,False,True,938.0,1715,1.828358208955224
4,2,0,False,True,False,2693.0,3926,1.4578536947642036
4,2,0,False,True,True,746.0,1660,2.225201072386059
4,2,0,True,False,False,2693.0,3926,1.4578536947642036
4,2,0,True,False,True,746.0,1660,2.225201072386059
4,2,0,True,True,False,746.0,1660,2.225201072386059
4,2,0,True,True,True,746.0,1660,2.225201072386059
4,2,1,False,False,False,13240.0,7154,0.5403323262839879
4,2,1,False,False,True,2089.0,2474,1.1842987075155578
4,2,1,False,True,False,4727.0,4504,0.9528242013962344
4,2,1,False,True,True,1616.0,2585,1.5996287128712872
4,2,1,True,False,False,4727.0,4504,0.9528242013962344
4,2,1,True,False,True,1616.0,2585,1.5996287128712872
4,2,1,True,True,False,1616.0,2585,1.5996287128712872
4,2,1,True,True,True,1616.0,2585,1.5996287128712872
4,2,2,False,False,False,13391.0,3232,0.24135613471734746
4,2,2,False,False,True,2903.0,1556,0.5359972442301068
4,2,2,False,True,False,5660.0,2691,0.4754416961130742
4,2,2,False,True,True,2136.0,1663,0.778558052434457
4,2,2,True,False,False,5660.0,2691,0.4754416961130742
4,2,2,True,False,True,2136.0,1663,0.778558052434457
4,2,2,True,True,False,2136.0,1663,0.778558052434457
4,2,2,True,True,True,2136.0,1663,0.778558052434457
4,2,3,False,False,False,0,0,0
4,2,3,False,False,True,0,0,0
4,2,3,False,True,False,0,0,0
4,2,3,False,True,True,0,0,0
4,2,3,True,False,False,0,0,0
4,2,3,True,False,True,0,0,0
4,2,3,True,True,False,0,0,0
4,2,3,True,True,True,0,0,0
4,3,0,False,False,False,-1,-1,-1
4,3,0,False,False,True,-1,-1,-1
4,3,0,False,True,False,-1,-1,-1
4,3,0,False,True,True,-1,-1,-1
4,3,0,True,False,False,-1,-1,-1
4,3,0,True,False,True,-1,-1,-1
4,3,0,True,True,False,-1,-1,-1
4,3,0,True,True,True,-1,-1,-1
4,3,1,False,False,False,-1,-1,-1
4,3,1,False,False,True,-1,-1,-1
4,3,1,False,True,False,-1,-1,-1
4,3,1,False,True,True,-1,-1,-1
4,3,1,True,False,False,-1,-1,-1
4,3,1,True,False,True,-1,-1,-1
4,3,1,True,True,False,-1,-1,-1
4,3,1,True,True,True,-1,-1,-1
4,3,2,False,False,False,-1,-1,-1
4,3,2,False,False,True,-1,-1,-1
4,3,2,False,True,False,-1,-1,-1
4,3,2,False,True,True,-1,-1,-1
4,3,2,True,False,False,-1,-1,-1
4,3,2,True,False,True,-1,-1,-1
4,3,2,True,True,False,-1,-1,-1
4,3,2,True,True,True,-1,-1,-1
4,3,3,False,False,False,-1,-1,-1
4,3,3,False,False,True,-1,-1,-1
4,3,3,False,True,False,-1,-1,-1
4,3,3,False,True,True,-1,-1,-1
4,3,3,True,False,False,-1,-1,-1
4,3,3,True,False,True,-1,-1,-1
4,3,3,True,True,False,-1,-1,-1
4,3,3,True,True,True,-1,-1,-1
